,All Data,Federated
0,0.8031236995529482,0.03643973143593604
1,0.8345119591210668,0.07525174109902055
2,0.8229053929665855,0.11032932420312536
3,0.8347608123536083,0.16403454244313198
4,0.8278792332793612,0.23246743538513703
5,0.826932393221374,0.28525707245734655
6,0.824528927980235,0.32258996910952153
7,0.8222384865308987,0.3694214326311934
8,0.8166638243809775,0.41168177700110453
9,0.8275640703351191,0.4550534065799654
10,0.8296853945356054,0.48611630529278915
11,0.83249634464613,0.5193424826456615
12,0.8348267679277926,0.5437960721295017
13,0.8366425071209053,0.5632574497214099
14,0.8347077443404747,0.5924757825111197
15,0.8381103084147009,0.6118286644754524
16,0.8394569723250307,0.6282611693232527
17,0.8373226547202818,0.6453396722259723
18,0.8375228787660552,0.6548441075184965
19,0.8381768227624199,0.6738331047048285
20,0.8350685190497975,0.6892796569012438
21,0.8347105638120391,0.7030801964663957
22,0.8361361314619308,0.7125530244580278
23,0.8367003654388976,0.7186139417025343
24,0.8375222347749274,0.722010576483709
25,0.83819135036179,0.7298522738624255
26,0.8400011795887316,0.7363176980824098
27,0.8405307979959777,0.7442189415254835
28,0.841913249887754,0.7512870117376772
29,0.8423529833130521,0.7523064632968353
30,0.843315488784553,0.7554338271317529
31,0.8432630635787821,0.7577341948177811
32,0.8442298279140953,0.7617445452520151
33,0.8430319866141793,0.7685722902922919
34,0.8431307866047325,0.7748408155106473
35,0.8442047232950591,0.7794558517729668
36,0.8436978355922009,0.7812892546671156
37,0.8438545405526651,0.7860354811783627
38,0.8428806961112372,0.7872598773225329
39,0.8429658296846064,0.7880312079696945
40,0.8429944090945385,0.790903192778834
41,0.8440294724494537,0.7926972665957903
42,0.8442920270441674,0.794557622382458
43,0.8448571989293228,0.7974351745056165
44,0.8441974395038899,0.7983014644938755
45,0.8434130397234267,0.8012776212161254
46,0.8434540252638789,0.8039095899702856
47,0.8439734123422935,0.8057501321261283
48,0.8444073642797046,0.8109340524710229
49,0.8446287608872268,0.8132753761328285
50,0.8448446749193892,0.8151927967804067
51,0.8457257590847145,0.8173932679137691
52,0.845438089144159,0.8175981290985579
53,0.8468468893712187,0.8211221119180021
54,0.846778148172501,0.8235517869506748
55,0.8467928646242171,0.8236083713031922
56,0.8463245806244786,0.8248494764942351
57,0.8461433752674026,0.8270594021219229
58,0.8458716302378573,0.8280490303663074
59,0.8460087297463752,0.828139666345864
60,0.8462901482896025,0.8293660783554888
61,0.8460303479434486,0.8300522045950369
62,0.8462499350455597,0.8302743925061014
63,0.8468114956516644,0.8327034069336157
64,0.8468501144319305,0.8336864192870461
65,0.8467175436931487,0.8326308893783191
66,0.8472730254419147,0.8345673501238979
67,0.847190863986311,0.835848475383634
68,0.8473782784828795,0.8348094958898641
69,0.847194314236038,0.8359380480316216
70,0.8472332540209728,0.8390168287333518
71,0.8471131556422143,0.8392647265452087
72,0.8472739556370701,0.8398801163478099
73,0.8470916678896239,0.8408594982063875
74,0.8468053110917519,0.8415920115629001
75,0.8467726181196513,0.8410875890266875
76,0.8466010376560731,0.8407723869928027
77,0.8467343718792409,0.8411729331453012
78,0.8472802149956508,0.8416206162518154
79,0.8475019092541267,0.842234078005476
80,0.8475772451281482,0.8421359651121747
81,0.8475429377084204,0.843599663291252
82,0.84756701514748,0.8439172828427552
83,0.8472934034035672,0.8438407756704273
84,0.8472829046257586,0.8448092406915021
85,0.8475021476553207,0.8440131482233589
86,0.8472439149782254,0.8449580002121231
87,0.8471187412886863,0.8445003349246086
88,0.8472479020630926,0.8440628296053677
89,0.8471999037035136,0.8437216577384486
90,0.8472769643985815,0.8443747833978705
91,0.8470055506374947,0.8438950919471406
92,0.8472025528581855,0.843053251902999
93,0.8470401507558836,0.8440139026090585
94,0.8471748011885054,0.8430698900586158
95,0.847114489182747,0.8425731596635231
96,0.8473576533213364,0.8443464438053769
97,0.8474710235021573,0.8443435626247432
98,0.847530580600293,0.8443830369938221
99,0.8477506566337973,0.8460161514995596
100,0.8476015191459225,0.8453736726756375
101,0.8477936222426302,0.8442433745808415
102,0.8482550949294356,0.8456111533469989
103,0.8484319520338557,0.8471352755287868
104,0.8484521546416204,0.846080677183273
