,All Data,Federated
0,0.8252861397660848,-0.05266372891116422
1,0.8369716741758505,-0.018804953158698456
2,0.8233264395796062,0.06077748858959242
3,0.8144538375704221,0.12699101756658238
4,0.81770249605175,0.20828696466132401
5,0.819560399217003,0.25916207580575856
6,0.8227118094869429,0.35896505153564606
7,0.8265850156096854,0.4192374664825249
8,0.8398206029879334,0.47949627446268483
9,0.84489390745464,0.5516046727372054
10,0.8435704366111405,0.601026211218527
11,0.8425501633081857,0.6347728331565015
12,0.8429661634316575,0.6541216333893197
13,0.8419101690382945,0.6756269645851856
14,0.8420507997356498,0.7046605920656437
15,0.8433028116831096,0.7184919075563663
16,0.8430975973384784,0.7345282738304302
17,0.8421882272354793,0.7484043367697302
18,0.8425216957174214,0.7573947701687361
19,0.8447681171911126,0.7660402329251823
20,0.8458261912238372,0.7722546426365599
21,0.8467496917188366,0.7757506988130518
22,0.8466231491814824,0.7808117817329656
23,0.8471771287587507,0.7837116646056002
24,0.8468924612974372,0.7872954989626865
25,0.847625437452836,0.7898625184720911
26,0.8463754988062624,0.7922384394418622
27,0.8464586253610167,0.7946105991228728
28,0.8462005690150604,0.7955509252509088
29,0.8442711683807393,0.7959792256954181
30,0.8445027561050297,0.7962968538755743
31,0.8431488429199057,0.799737055155104
32,0.8424067823180844,0.7989125576432137
33,0.8434227418046744,0.7996910182346193
34,0.8429013159908436,0.8005122100409751
35,0.8420573873056909,0.8006411774557411
36,0.8417624846956354,0.7999428989309391
37,0.8429530613085561,0.8039905148806392
38,0.8433085019771324,0.8084232653309383
39,0.8435914454663112,0.8123479297390341
40,0.8445197460514301,0.8148775922702407
41,0.8446101073087012,0.8145764712449607
42,0.8438979654281907,0.8134416809963527
43,0.8450341841016575,0.8137286571343137
44,0.84552112871186,0.8185537423248428
45,0.8459872464567386,0.8194071303028394
46,0.846140118357381,0.8190985413204637
47,0.8462608662356847,0.8188881095466551
48,0.8467733332649638,0.8193886604521669
49,0.8473640813344605,0.8224089860524818
50,0.8466973239245587,0.82472157364001
51,0.8466229798273947,0.8245864792605673
52,0.8463598137051359,0.8263549026405907
53,0.8468471806970819,0.8278631030774302
54,0.8473366238654354,0.8275617163983185
55,0.8474250976142942,0.8284981556563704
56,0.8467405958375436,0.8314705702364553
57,0.8465096939808155,0.8322655119328574
58,0.8465640087051165,0.8327106678874497
59,0.8466345955648735,0.8331565962944123
60,0.8461849280022222,0.8348419687238443
61,0.8460941944429585,0.8357734476845434
62,0.8461653487643395,0.8346604869275057
63,0.8461806582533095,0.8343345237097857
64,0.8460891608315027,0.8359083837855721
65,0.8462065571686934,0.8364283853396383
66,0.846091383442312,0.8369010019653838
67,0.8460262522071442,0.8375245016745863
68,0.8464175610838409,0.8374222062160168
69,0.846471195949706,0.8371649847373528
70,0.8463051823768085,0.8386035045805602
71,0.8465392723427463,0.8382594649751329
72,0.8467384583346145,0.8412289085816235
73,0.8469631556566323,0.8413653708061358
74,0.8475303176435965,0.8414171556635481
75,0.847655637104481,0.8408221942798345
76,0.8475500802208548,0.8416375534015783
77,0.8471476829166891,0.8426272611462374
78,0.8469234358962849,0.842381492779447
79,0.8473296328106625,0.8435941171516859
80,0.8474201074951411,0.844448832534984
81,0.8474608517032985,0.8443904486540171
82,0.8480253224556781,0.8459275496283314
83,0.8478858858717349,0.8466331657530218
84,0.8477583515801059,0.846388700986082
85,0.8477739201823736,0.8452797623346805
86,0.8477529190040889,0.8447200800314647
87,0.8480304032749539,0.8449796561081981
88,0.8483861332320612,0.8448577229708346
89,0.8485831740741363,0.8450027902711685
90,0.84855357295115,0.8461468336977743
91,0.8486999980304911,0.8473794039158971
92,0.8486194495399232,0.8477715175733467
93,0.8486637908695815,0.8479474652719721
94,0.8486415932335577,0.8477347483910946
95,0.8484519681041884,0.8476932930083227
96,0.8484461769451502,0.8482064942801387
97,0.8485738361938086,0.8483600458301038
98,0.8487372347943092,0.8484013746672403
99,0.8485689593871004,0.84778443149828
100,0.8487398313112731,0.8485147989051132
101,0.8485844460846426,0.8484814518161129
102,0.8485550402218415,0.8483504769980275
103,0.8487071191948099,0.8486218483459431
104,0.8485248714066767,0.8487384165019499
105,0.8484918485741955,0.8486679515114909
106,0.8484501778082675,0.8479349323010348
107,0.8485106122087173,0.8476753350992449
108,0.8484326709882932,0.8483572848636292
109,0.8486974803982129,0.8485882300575563
110,0.8485309275841053,0.848439150564086
111,0.8484657796205495,0.8484917373107902
112,0.8484300382613403,0.8484805953332203
113,0.8484015348519093,0.8482014100131522
114,0.8483976313908584,0.8483002212275965
115,0.8483502835292445,0.8481523699906053
116,0.8483517435127318,0.8481666118853648
117,0.8483026442127559,0.8486776932794522
118,0.8483395615683902,0.8486465088904104
119,0.8484013652242867,0.8489051575764774
120,0.8484576888529953,0.848326946763559
